2026-06-05 15:42:42.084 | INFO     | nure.image_sources:collect_amazon_images:178 - Amazon 'Aashirvaad Atta with Millets': 2 URLs
2026-06-05 15:44:02.244 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1b665fa0-cf61-4007-bed2-14cf2ee4baae.png
2026-06-05 15:44:02.645 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1769779424274-242.png
2026-06-05 15:44:02.879 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/3fe9b01f-a34f-4ccd-8980-9ccdf602ba4a.png
2026-06-05 15:44:03.121 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1771857678119-83.png
2026-06-05 15:44:03.358 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776471758958-226.png
2026-06-05 15:44:03.805 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/e05e6ce1-50c8-4790-8f4e-586b946bad2a.png
2026-06-05 15:44:04.194 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/3ad02d45-0cde-4394-9ab7-20d362df31b0.png
2026-06-05 15:44:04.425 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1779094500636-525.png
2026-06-05 15:44:04.660 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_010.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6650cacf-5347-4108-a653-4355531be4fa.png
2026-06-05 15:44:04.933 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_011.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/9df11473-ce29-47ab-92f7-271c56b40ec1.png
2026-06-05 15:44:05.198 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_012.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6a686d20-03df-40df-82ce-0c8049d69a60.png
2026-06-05 15:44:05.422 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: e1137dfd0f23 | File: e1137dfd0f23_013.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773209973109-467.png
2026-06-05 15:44:07.527 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_000.jpg | Source: openfoodfacts | URL: https://images.openfoodfacts.org/images/products/890/600/021/0291/front_en.3.400.jpg
2026-06-05 15:44:08.179 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_001.jpg | Source: openfoodfacts | URL: https://images.openfoodfacts.org/images/products/890/600/021/0291/ingredients_en.7.400.jpg
2026-06-05 15:44:09.056 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_002.jpg | Source: openfoodfacts | URL: https://images.openfoodfacts.org/images/products/890/600/021/0291/nutrition_en.5.400.jpg
2026-06-05 15:44:09.863 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_003.jpg | Source: openfoodfacts | URL: https://images.openfoodfacts.org/images/products/890/600/021/0291/packaging_en.9.400.jpg
2026-06-05 15:44:58.913 | INFO     | __main__:download_product_images:223 - Product 1128aeb0775f has 4 images (min 10). Using Playwright fallback.
2026-06-05 15:45:02.316 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Pillsbury Chakki Fresh Atta': 15 URLs
2026-06-05 15:45:05.669 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Pillsbury Chakki Fresh Atta
2026-06-05 15:45:05.669 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Pillsbury Chakki Fresh Atta': 0 URLs
2026-06-05 15:45:08.103 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Pillsbury Chakki Fresh Atta': 1 URLs
2026-06-05 15:45:10.456 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Pillsbury Chakki Fresh Atta 1k': 0 URLs
2026-06-05 15:45:10.567 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/e05e6ce1-50c8-4790-8f4e-586b946bad2a.png
2026-06-05 15:45:10.842 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1769779424274-242.png
2026-06-05 15:45:11.068 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/63708712-d1dd-4676-9da1-8ad476fe29ac.png
2026-06-05 15:45:11.288 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776471758958-226.png
2026-06-05 15:45:11.517 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1771857678119-83.png
2026-06-05 15:45:11.732 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6650cacf-5347-4108-a653-4355531be4fa.png
2026-06-05 15:45:12.102 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_010.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/746acb1d-c5df-4db7-b7cb-0ea059d61488.png
2026-06-05 15:45:12.413 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_011.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/5a934f90-7342-41d6-a084-b1cb5b2d751d.png
2026-06-05 15:45:12.652 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_012.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773209973109-467.png
2026-06-05 15:45:12.885 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_013.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1b665fa0-cf61-4007-bed2-14cf2ee4baae.png
2026-06-05 15:45:13.156 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 1128aeb0775f | File: 1128aeb0775f_014.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1779170469365-17.png
2026-06-05 15:46:09.423 | INFO     | __main__:download_product_images:223 - Product 7a153cff90aa has 0 images (min 10). Using Playwright fallback.
2026-06-05 15:46:12.907 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Pillsbury Multigrain Atta': 15 URLs
2026-06-05 15:46:16.224 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Pillsbury Multigrain Atta
2026-06-05 15:46:16.224 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Pillsbury Multigrain Atta': 0 URLs
2026-06-05 15:46:18.617 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Pillsbury Multigrain Atta': 1 URLs
2026-06-05 15:46:21.029 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Pillsbury Multigrain Atta 5kg': 0 URLs
2026-06-05 15:46:21.206 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772776645620-163.png
2026-06-05 15:46:21.560 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1b665fa0-cf61-4007-bed2-14cf2ee4baae.png
2026-06-05 15:46:21.795 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/99c07f65-9c5b-4fc4-927b-7be3f2bea854.png
2026-06-05 15:46:22.021 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/e05e6ce1-50c8-4790-8f4e-586b946bad2a.png
2026-06-05 15:46:22.263 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/f61dc7f1-ed4b-45d1-864c-2446a8de1959.png
2026-06-05 15:46:22.584 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/3fe9b01f-a34f-4ccd-8980-9ccdf602ba4a.png
2026-06-05 15:46:22.886 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773230735506-159.png
2026-06-05 15:46:23.111 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/94a662e0-1865-4641-8543-77d39cc95e6b.png
2026-06-05 15:46:23.399 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 7a153cff90aa | File: 7a153cff90aa_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/aa8f771a-c46e-4bf6-849b-912c2d270fcf.png
2026-06-05 15:47:20.273 | INFO     | __main__:download_product_images:223 - Product 26217a80532e has 0 images (min 10). Using Playwright fallback.
2026-06-05 15:47:23.393 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Pillsbury Gold Atta': 15 URLs
2026-06-05 15:47:26.700 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Pillsbury Gold Atta
2026-06-05 15:47:26.700 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Pillsbury Gold Atta': 0 URLs
2026-06-05 15:47:29.080 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Pillsbury Gold Atta': 1 URLs
2026-06-05 15:47:31.525 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Pillsbury Gold Atta 400 g': 0 URLs
2026-06-05 15:47:31.723 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/746acb1d-c5df-4db7-b7cb-0ea059d61488.png
2026-06-05 15:47:32.072 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/e05e6ce1-50c8-4790-8f4e-586b946bad2a.png
2026-06-05 15:47:32.294 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1b665fa0-cf61-4007-bed2-14cf2ee4baae.png
2026-06-05 15:47:32.583 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776471758958-226.png
2026-06-05 15:47:32.813 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773209973109-467.png
2026-06-05 15:47:33.050 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1769779424274-242.png
2026-06-05 15:47:33.283 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b9bb083d-b44f-42a7-922c-39abd37a446c.png
2026-06-05 15:47:33.504 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1771857678119-98.png
2026-06-05 15:47:33.727 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a6be257d-8d32-4b37-9f15-a72398d6a2fd.png
2026-06-05 15:47:33.943 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/63708712-d1dd-4676-9da1-8ad476fe29ac.png
2026-06-05 15:47:34.221 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 26217a80532e | File: 26217a80532e_010.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/5a934f90-7342-41d6-a084-b1cb5b2d751d.png
2026-06-05 15:48:30.504 | INFO     | __main__:download_product_images:223 - Product 452a85ddb5c2 has 0 images (min 10). Using Playwright fallback.
2026-06-05 15:48:33.992 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Pillsbury Pillsbury gold atta ': 15 URLs
2026-06-05 15:48:37.394 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Pillsbury Pillsbury gold atta 
2026-06-05 15:48:37.394 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Pillsbury Pillsbury gold atta ': 0 URLs
2026-06-05 15:48:39.733 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Pillsbury Pillsbury gold atta ': 1 URLs
2026-06-05 15:48:42.056 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Pillsbury Pillsbury gold atta ': 0 URLs
